vendor_id,vendor_name,registration_date,address,bank_account_number,director_name,employee_count,is_shell_gt,cartel_group,shared_address_count,shared_bank_account_count
V-0227,Silver Infra LLP,2013-05-05,"245 Park Street, City-9",AC3549834042,Suresh Iyer,15,False,,0,0
V-0228,Silver Associates Co,2005-03-18,"356 Industrial Ave, City-31",AC1304205279,Anita Verma,2,True,,0,0
V-0229,Global Builders Co,2023-01-29,"397 Industrial Ave, City-10",AC9883760207,Kavita Sharma,28,False,,0,0
V-0230,Alpha Group LLP,2018-09-09,"211 Harbour Rd, City-29",AC4693510920,Amit Verma,16,False,,0,0
V-0231,Crown Systems Co,2008-02-21,"162 Industrial Ave, City-16",AC1361845490,Suresh Patel,12,False,,0,0
V-0232,Global Traders LLP,2022-06-22,"342 Industrial Ave, City-37",AC9256181725,Priya Iyer,1,False,CARTEL-21,1,1
V-0233,Vista Tech Pvt Ltd,2013-08-28,"185 Station Road, City-9",AC7102562415,Suresh Gupta,6,False,,0,0
V-0234,Prime Infra Pvt Ltd,2022-02-09,"8 Ring Road, City-14",AC8684942020,Suresh Patel,4,False,,0,0
V-0235,Horizon Industries Co,2019-02-06,"43 Old Market, City-35",AC3645901955,Neha Verma,4,False,,0,0
V-0236,Union Solutions Ltd,2011-12-14,"201 Harbour Rd, City-5",AC2024939794,Priya Verma,54,False,,0,0
V-0237,Bright Builders Co,2014-09-30,"178 Old Market, City-34",AC8390631634,Sanjay Singh,7,False,,0,0
V-0238,Silver Services Pvt Ltd,2007-11-06,"172 Civil Lines, City-18",AC3249936731,Neha Verma,33,False,,0,0
V-0239,Elite Associates LLP,2016-02-17,"189 Industrial Ave, City-17",AC4321422584,Kavita Verma,14,False,,0,0
V-0240,Delta Infra Co,2010-02-15,"187 Civil Lines, City-10",AC9741819989,Anita Mehta,23,False,CARTEL-00,0,0
V-0241,Regal Systems Pvt Ltd,2012-03-21,"258 MG Road, City-12",AC2721959126,Rohit Patel,10,False,,0,0
V-0242,National Logistics Pvt Ltd,2022-05-08,"189 Sector 12, City-19",AC3674551397,Rohit Singh,12,False,,0,0
V-0243,Alpha Industries LLP,2018-04-10,"78 MG Road, City-27",AC1102693781,Suresh Singh,10,False,,0,0
V-0244,Nova Infra Co,2019-04-07,"378 Ring Road, City-7",AC5222449983,Anita Iyer,3,False,,0,0
V-0245,Summit Tech Pvt Ltd,2006-05-06,"119 Old Market, City-27",AC6894808149,Amit Verma,19,False,,0,0
V-0246,Prime Enterprises Pvt Ltd,2016-05-03,"223 Industrial Ave, City-16",AC6547706290,Vikram Rao,4,False,,0,0
V-0247,Pioneer Supplies LLP,2020-09-19,"39 Sector 12, City-9",AC3511301900,Sanjay Verma,1,False,,0,0
V-0248,Silver Solutions Ltd,2008-09-08,"395 Sector 12, City-29",AC6619138852,Neha Verma,15,False,,0,0
V-0249,Nova Builders Pvt Ltd,2007-01-11,"365 Sector 12, City-23",AC9800175892,Neha Patel,2,False,,0,0
V-0250,Silver Logistics Pvt Ltd,2023-05-25,"72 Park Street, City-1",AC1954720281,Priya Rao,42,False,CARTEL-12,0,0
V-0251,Prime Enterprises Ltd,2013-05-08,"39 MG Road, City-5",AC8069459895,Sanjay Verma,46,False,,0,0
V-0252,Metro Contractors Co,2024-01-02,"371 Civil Lines, City-32",AC5421592782,Anita Gupta,36,False,,0,0
V-0253,Summit Logistics LLP,2012-12-09,"18 Harbour Rd, City-40",AC3649896750,Neha Iyer,6,False,,0,0
V-0254,Prime Supplies Co,2014-03-30,"71 Civil Lines, City-13",AC8358870981,Rohit Iyer,1,False,,0,0
V-0255,Bright Systems LLP,2012-09-19,"16 Ring Road, City-4",AC1685583357,Priya Mehta,39,False,,0,0
V-0256,Apex Services LLP,2010-12-24,"295 Civil Lines, City-23",AC1746087503,Priya Singh,8,False,,0,0
V-0257,Regal Infra Ltd,2023-01-31,"291 Harbour Rd, City-10",AC2327372855,Rohit Sharma,51,False,,0,0
V-0258,Bright Solutions Co,2007-01-10,"1 Station Road, City-40",AC5855415646,Sanjay Singh,0,True,,0,0
V-0259,Union Services Pvt Ltd,2005-06-29,"270 Station Road, City-5",AC5728897164,Neha Singh,49,False,,0,0
V-0260,Horizon Services Co,2008-01-23,"333 Station Road, City-12",AC2532554057,Kavita Gupta,28,False,,0,0
V-0261,Union Builders Pvt Ltd,2013-06-27,"360 Harbour Rd, City-26",AC3437319900,Sanjay Singh,5,False,,0,0
V-0262,Regal Tech Co,2023-02-21,"73 Station Road, City-5",AC6317152031,Vikram Gupta,7,False,,0,0
V-0263,Nova Logistics Pvt Ltd,2019-04-09,"136 Sector 12, City-16",AC3977168607,Vikram Patel,28,False,CARTEL-22,0,0
V-0264,Pioneer Industries Co,2022-08-27,"134 Sector 12, City-31",AC9082143437,Vikram Rao,5,False,CARTEL-12,2,0
V-0265,Regal Group LLP,2007-04-11,"84 New Town, City-5",AC5438474114,Rahul Singh,2,False,,0,0
V-0266,Crown Builders Pvt Ltd,2010-11-10,"241 Old Market, City-35",AC9158080779,Sanjay Rao,12,False,CARTEL-05,1,0
V-0267,Global Supplies LLP,2008-07-10,"50 MG Road, City-26",AC8902114913,Sanjay Sharma,1,True,,0,0
V-0268,Vista Logistics LLP,2005-02-01,"50 MG Road, City-14",AC5646880148,Amit Patel,41,False,,0,0
V-0269,Summit Tech Co,2022-08-09,"95 Station Road, City-25",AC2586568081,Rohit Sharma,17,False,,0,0
V-0270,Prime Group Ltd,2010-11-27,"278 Civil Lines, City-38",AC7539441086,Suresh Iyer,12,False,,0,0
V-0271,Prime Works Pvt Ltd,2017-11-05,"258 Harbour Rd, City-34",AC3664052763,Amit Iyer,1,False,,0,0
V-0272,Alpha Services LLP,2008-11-17,"65 MG Road, City-28",AC8228968839,Priya Gupta,14,False,,0,0
V-0273,National Works Ltd,2023-09-17,"142 Old Market, City-30",AC8652281649,Amit Rao,69,False,,0,0
V-0274,Silver Contractors Pvt Ltd,2008-05-10,"289 Park Street, City-19",AC9075121701,Anita Patel,2,False,,0,0
V-0275,Summit Works LLP,2013-08-04,"317 Harbour Rd, City-26",AC5461537013,Vikram Mehta,10,False,,0,0
V-0276,Vertex Infra Ltd,2006-02-08,"156 Ring Road, City-18",AC8914965741,Amit Mehta,31,False,,0,0
V-0277,Vista Group Pvt Ltd,2008-01-06,"97 New Town, City-14",AC9831336766,Sanjay Verma,20,False,,0,0
V-0278,Coastal Contractors Pvt Ltd,2011-12-24,"89 Sector 12, City-13",AC4594787485,Priya Sharma,17,False,,0,0
V-0279,Pioneer Solutions Co,2015-03-29,"326 Park Street, City-2",AC6334083514,Rohit Iyer,0,True,,0,0
V-0280,Vertex Builders Ltd,2024-07-10,"384 Park Street, City-19",AC5412866242,Rahul Gupta,18,False,,0,0
V-0281,Delta Group LLP,2024-02-25,"347 Sector 12, City-18",AC8093513594,Suresh Sharma,6,False,,0,0
V-0282,Bright Logistics LLP,2024-05-24,"332 Industrial Ave, City-39",AC4439688162,Priya Patel,5,False,,0,0
V-0283,Summit Works Co,2018-08-24,"179 New Town, City-17",AC6232168056,Neha Rao,24,False,,0,0
V-0284,Vertex Solutions Ltd,2018-02-10,"153 Park Street, City-31",AC5569145346,Neha Singh,24,False,,0,0
V-0285,Apex Services Co,2024-04-28,"339 Station Road, City-9",AC4097887746,Rohit Patel,30,False,,0,0
V-0286,Apex Enterprises LLP,2010-10-27,"176 Sector 12, City-35",AC3397657114,Neha Verma,36,False,,0,0
V-0287,National Services LLP,2015-07-24,"349 Station Road, City-6",AC6249538855,Priya Patel,10,False,,0,0
V-0288,Summit Enterprises Ltd,2014-06-07,"238 Park Street, City-31",AC3665691647,Rohit Mehta,10,False,,0,0
V-0289,Coastal Supplies Co,2016-03-23,"28 Industrial Ave, City-9",AC5262101582,Vikram Rao,24,False,,0,0
V-0290,Union Systems LLP,2017-10-09,"399 Park Street, City-32",AC5237588145,Vikram Sharma,15,False,,0,0
V-0291,Metro Enterprises LLP,2005-02-08,"251 Park Street, City-9",AC7934137693,Anita Rao,18,False,,0,0
V-0292,Apex Solutions LLP,2014-08-16,"375 Station Road, City-1",AC9126105576,Suresh Mehta,23,False,,0,0
V-0293,Delta Traders Ltd,2005-05-27,"160 Industrial Ave, City-7",AC7823288650,Sanjay Verma,33,False,,0,0
V-0294,Pioneer Industries Ltd,2023-06-24,"223 Industrial Ave, City-22",AC7400268709,Priya Gupta,1,True,,0,0
V-0295,Union Traders Pvt Ltd,2005-06-06,"302 Old Market, City-11",AC5823943986,Rahul Rao,6,False,,0,0
V-0296,Silver Group Pvt Ltd,2024-08-29,"25 Park Street, City-27",AC7203282627,Amit Patel,7,False,,0,0
V-0297,Silver Group Ltd,2015-08-23,"319 Harbour Rd, City-9",AC4859551800,Suresh Verma,1,False,,0,0
V-0298,Alpha Enterprises LLP,2011-05-05,"399 Ring Road, City-34",AC5179517389,Vikram Rao,12,False,,0,0
V-0299,Nova Traders Pvt Ltd,2011-08-17,"7 Park Street, City-8",AC8168394616,Sanjay Verma,1,False,,0,0
V-0300,Silver Contractors Ltd,2022-06-26,"330 Sector 12, City-30",AC6566372886,Rohit Sharma,9,False,,0,0
V-0301,Global Systems Ltd,2007-03-29,"219 Park Street, City-7",AC4823775103,Rahul Gupta,11,False,,0,0
V-0302,Pioneer Enterprises Ltd,2019-11-18,"376 Park Street, City-24",AC8795212264,Sanjay Verma,5,False,,0,0
V-0303,Crown Industries Co,2013-12-28,"216 Industrial Ave, City-8",AC4119911995,Sanjay Verma,13,False,,0,0
V-0304,Regal Group Co,2014-05-02,"93 Harbour Rd, City-25",AC8641452462,Kavita Sharma,1,False,,0,0
V-0305,Union Logistics Co,2024-05-07,"58 Civil Lines, City-29",AC1197449658,Neha Singh,1,False,,0,0
V-0306,Nova Solutions Pvt Ltd,2005-04-12,"222 Sector 12, City-31",AC2653032484,Suresh Sharma,25,False,,0,0
V-0307,Elite Associates Co,2005-04-06,"85 Park Street, City-32",AC2377111768,Vikram Patel,6,False,,0,0
V-0308,Prime Logistics Co,2006-02-17,"294 New Town, City-6",AC8973989997,Rohit Singh,2,False,,0,0
V-0309,Bright Tech Co,2007-08-31,"212 MG Road, City-36",AC3358361363,Amit Patel,11,False,,0,0
V-0310,Pioneer Systems Ltd,2024-12-18,"28 Sector 12, City-30",AC7871737874,Vikram Iyer,22,False,,0,0
V-0311,Global Solutions Ltd,2007-07-24,"360 Park Street, City-3",AC4852057916,Rohit Gupta,3,False,,0,0
V-0312,Silver Supplies LLP,2023-06-08,"97 Park Street, City-26",AC6220917178,Priya Singh,14,False,,0,0
V-0313,Pioneer Group LLP,2007-06-02,"256 MG Road, City-34",AC4162014755,Suresh Rao,1,False,CARTEL-20,0,0
V-0314,Metro Industries LLP,2023-10-25,"375 Industrial Ave, City-7",AC9086117171,Suresh Rao,1,False,,0,0
V-0315,Delta Supplies Co,2014-05-23,"176 Ring Road, City-29",AC4456576082,Sanjay Rao,11,False,,0,0
V-0316,Global Associates Ltd,2018-07-07,"365 Old Market, City-14",AC1862812038,Kavita Patel,11,False,,0,0
V-0317,Metro Solutions Ltd,2020-05-26,"364 Park Street, City-23",AC7709942406,Kavita Rao,15,False,,0,0
V-0318,Global Contractors Co,2020-02-15,"7 Old Market, City-7",AC5403510324,Sanjay Sharma,19,False,,0,0
V-0319,Metro Supplies Ltd,2020-01-13,"75 MG Road, City-19",AC3324316421,Vikram Iyer,0,True,,0,0
V-0320,Delta Solutions Ltd,2018-10-27,"355 MG Road, City-25",AC6959501845,Vikram Sharma,55,False,,0,0
V-0321,Pioneer Associates LLP,2005-04-17,"325 Station Road, City-38",AC3591527330,Priya Patel,10,False,,0,0
V-0322,Metro Builders Pvt Ltd,2015-01-25,"194 MG Road, City-28",AC2134900434,Sanjay Patel,5,False,,0,0
V-0323,Nova Enterprises Pvt Ltd,2005-02-16,"397 Harbour Rd, City-20",AC2537965898,Vikram Mehta,23,False,,0,0
V-0324,Prime Systems LLP,2009-02-15,"110 Station Road, City-22",AC6844582171,Priya Iyer,4,False,,0,0
V-0325,Bright Tech Ltd,2017-08-04,"229 Sector 12, City-40",AC9761206076,Vikram Rao,8,False,,0,0
V-0326,National Industries Ltd,2022-11-10,"13 Old Market, City-24",AC7479970041,Rohit Sharma,1,False,,0,0
V-0327,Coastal Tech Pvt Ltd,2011-08-26,"86 Old Market, City-35",AC9621419224,Amit Mehta,1,False,,0,0
V-0328,Horizon Associates Pvt Ltd,2020-01-14,"106 Old Market, City-28",AC5036200310,Sanjay Sharma,49,False,,0,0
V-0329,Apex Builders Ltd,2015-04-20,"286 Park Street, City-37",AC4528828126,Neha Rao,27,False,CARTEL-02,0,0
V-0330,Prime Systems Pvt Ltd,2013-09-14,"149 Ring Road, City-39",AC5666504394,Rohit Rao,17,False,,0,0
V-0331,National Traders LLP,2013-11-11,"241 Old Market, City-35",AC3723205427,Neha Singh,7,False,CARTEL-05,1,0
V-0332,Silver Infra Pvt Ltd,2005-04-02,"294 Harbour Rd, City-26",AC5067245523,Neha Mehta,2,False,,0,0
V-0333,Metro Builders LLP,2021-10-14,"316 Ring Road, City-13",AC1492300084,Kavita Sharma,2,False,,0,0
V-0334,Global Group Pvt Ltd,2024-02-05,"129 Park Street, City-13",AC6715961218,Sanjay Mehta,4,False,,0,0
V-0335,Nova Logistics Co,2007-03-31,"169 Harbour Rd, City-20",AC1374988236,Vikram Rao,11,False,CARTEL-06,0,1
V-0336,Summit Associates Ltd,2008-10-13,"69 Station Road, City-31",AC7282885927,Vikram Patel,1,True,,0,0
V-0337,Prime Associates Ltd,2017-05-17,"72 Old Market, City-13",AC9918338001,Amit Sharma,18,False,,0,0
V-0338,Regal Works LLP,2024-01-21,"19 Old Market, City-17",AC4329446784,Vikram Rao,16,False,CARTEL-18,0,0
V-0339,Crown Systems Pvt Ltd,2010-01-04,"340 Sector 12, City-40",AC3938451957,Suresh Gupta,4,False,,0,0
V-0340,Elite Systems Pvt Ltd,2015-01-04,"113 New Town, City-15",AC5564953924,Vikram Mehta,46,False,,0,0
V-0341,Pioneer Contractors Pvt Ltd,2005-12-17,"21 Station Road, City-7",AC8858274691,Neha Gupta,20,False,,0,0
V-0342,Prime Solutions Ltd,2013-06-13,"193 Sector 12, City-34",AC7038046278,Vikram Iyer,12,False,,0,0
V-0343,Coastal Contractors LLP,2022-10-12,"226 Industrial Ave, City-15",AC9921025990,Neha Mehta,14,False,,0,0
V-0344,Silver Group LLP,2008-05-15,"213 Station Road, City-8",AC7351460539,Priya Gupta,8,False,,0,0
V-0345,Union Enterprises LLP,2019-07-09,"27 Park Street, City-25",AC6865168092,Sanjay Patel,4,False,CARTEL-01,1,0
V-0346,Regal Group Pvt Ltd,2009-01-14,"369 Ring Road, City-6",AC6225228951,Kavita Iyer,6,False,,0,0
V-0347,Horizon Enterprises LLP,2024-06-14,"299 Industrial Ave, City-40",AC2136107759,Vikram Iyer,21,False,,0,0
V-0348,Bright Traders Co,2018-05-19,"77 Harbour Rd, City-7",AC6056989774,Kavita Sharma,1,False,,0,0
V-0349,Silver Tech Co,2024-09-08,"338 Industrial Ave, City-39",AC7101791420,Rahul Rao,1,False,,0,0
V-0350,Horizon Builders Ltd,2010-02-23,"245 Sector 12, City-6",AC7050091525,Priya Sharma,1,False,,0,0
V-0351,Crown Group LLP,2020-11-27,"18 Station Road, City-23",AC2555936898,Sanjay Rao,1,False,CARTEL-16,1,0
V-0352,Vista Supplies Co,2019-08-13,"387 Sector 12, City-27",AC7689680766,Sanjay Singh,29,False,,0,0
V-0353,Global Enterprises Ltd,2017-07-17,"397 Civil Lines, City-9",AC3831598303,Priya Iyer,18,False,,0,0
V-0354,Alpha Solutions Co,2022-07-26,"174 Old Market, City-40",AC4035639663,Sanjay Rao,9,False,,0,0
V-0355,Elite Contractors Co,2019-04-07,"360 Sector 12, City-15",AC6671348907,Amit Sharma,2,True,CARTEL-04,2,1
V-0356,Pioneer Infra LLP,2013-08-15,"337 Old Market, City-19",AC1836429847,Kavita Mehta,1,False,,0,0
V-0357,Bright Builders Pvt Ltd,2018-10-19,"85 Ring Road, City-8",AC8171143901,Anita Mehta,10,False,CARTEL-07,1,0
V-0358,Vertex Associates Ltd,2016-08-12,"116 Harbour Rd, City-13",AC5314945131,Sanjay Rao,2,True,,0,0
V-0359,Nova Tech Ltd,2007-05-23,"276 Harbour Rd, City-17",AC8276498637,Anita Iyer,9,False,,0,0
V-0360,Pioneer Group Co,2022-04-09,"301 MG Road, City-31",AC5794335854,Amit Rao,2,False,,0,0
V-0361,Delta Services Ltd,2019-03-19,"212 Station Road, City-34",AC3300607428,Neha Mehta,8,False,,0,0
V-0362,Nova Tech LLP,2011-06-12,"244 Station Road, City-23",AC7759044245,Sanjay Mehta,7,False,,0,0
V-0363,Delta Associates Ltd,2016-03-11,"106 Sector 12, City-13",AC4586042076,Kavita Singh,14,False,,0,0
V-0364,Prime Group Co,2008-07-01,"315 MG Road, City-35",AC5114549022,Rohit Singh,15,False,,0,0
V-0365,Regal Associates Ltd,2018-12-03,"252 Industrial Ave, City-33",AC6498703287,Priya Gupta,1,False,,0,0
V-0366,Crown Associates LLP,2006-03-20,"235 Park Street, City-34",AC7270955446,Rahul Sharma,7,False,,0,0
V-0367,Nova Systems Ltd,2020-02-14,"96 Old Market, City-17",AC6313472215,Rohit Singh,14,False,,0,0
V-0368,Horizon Industries Ltd,2013-03-17,"187 Civil Lines, City-18",AC2935866295,Kavita Gupta,10,False,,0,0
V-0369,Summit Services LLP,2017-12-01,"285 Civil Lines, City-25",AC1842085114,Sanjay Iyer,29,False,,0,0
V-0370,Elite Supplies Ltd,2023-01-27,"288 Harbour Rd, City-4",AC2711123163,Sanjay Sharma,0,True,,0,0
V-0371,Silver Logistics Ltd,2023-04-03,"134 Station Road, City-24",AC6401844042,Rahul Rao,16,False,,0,0
V-0372,Vista Traders LLP,2007-09-21,"400 Ring Road, City-23",AC7487309853,Rohit Verma,2,False,,0,0
V-0373,Union Associates LLP,2013-07-19,"328 Station Road, City-27",AC7750131975,Amit Verma,1,False,,0,0
V-0374,Global Industries Ltd,2008-08-20,"310 Civil Lines, City-18",AC9107574572,Vikram Iyer,15,False,,0,0
V-0375,Union Industries LLP,2014-04-15,"339 Ring Road, City-6",AC1904397668,Anita Verma,1,False,,0,0
V-0376,National Infra Pvt Ltd,2007-02-22,"395 Civil Lines, City-34",AC1357561213,Neha Gupta,13,False,,0,0
V-0377,Global Logistics LLP,2006-11-22,"68 Old Market, City-11",AC1122712790,Vikram Singh,42,False,,0,0
V-0378,National Logistics LLP,2024-05-20,"358 Old Market, City-12",AC7587552692,Vikram Iyer,12,False,,0,0
V-0379,Union Supplies Pvt Ltd,2017-02-07,"1 Old Market, City-9",AC6771941776,Rohit Sharma,7,False,CARTEL-09,0,0
V-0380,Horizon Services Ltd,2020-06-05,"306 Sector 12, City-1",AC7649520759,Priya Rao,15,False,,0,0
V-0381,Crown Traders Ltd,2024-10-14,"41 Civil Lines, City-16",AC6462619080,Suresh Patel,9,False,,0,0
V-0382,Global Tech Co,2014-04-06,"360 Sector 12, City-15",AC3113106808,Vikram Sharma,11,False,CARTEL-04,2,0
V-0383,Metro Tech Ltd,2008-05-31,"138 Industrial Ave, City-29",AC4122901114,Priya Verma,0,True,,0,0
V-0384,Global Services Co,2005-05-01,"191 New Town, City-3",AC2418407139,Sanjay Sharma,42,False,,0,0
V-0385,Metro Traders Ltd,2010-12-24,"363 Industrial Ave, City-11",AC2021795614,Anita Iyer,7,False,CARTEL-15,2,1
V-0386,Elite Works Ltd,2010-07-18,"166 Industrial Ave, City-3",AC5819561096,Rohit Patel,48,False,CARTEL-14,0,0
V-0387,Alpha Tech LLP,2009-06-16,"342 Industrial Ave, City-37",AC9256181725,Neha Verma,35,False,CARTEL-21,1,1
V-0388,Regal Services Co,2013-11-17,"27 Park Street, City-25",AC1384313264,Sanjay Iyer,3,False,CARTEL-01,1,0
V-0389,Apex Infra Ltd,2007-01-19,"331 Industrial Ave, City-35",AC4399321649,Sanjay Iyer,1,False,,0,0
V-0390,Vertex Services Co,2010-03-22,"376 Sector 12, City-2",AC8255273416,Vikram Gupta,1,False,,0,0
V-0391,National Industries Co,2010-08-16,"98 Harbour Rd, City-12",AC7629799769,Vikram Iyer,1,False,,0,0
V-0392,Coastal Builders Co,2011-03-06,"152 Ring Road, City-35",AC6871704354,Rahul Rao,1,False,,0,0
V-0393,Vista Traders Ltd,2021-06-16,"297 Station Road, City-21",AC8812759121,Priya Iyer,17,False,CARTEL-11,0,0
V-0394,Nova Works Ltd,2022-03-05,"57 Park Street, City-34",AC3829915449,Rahul Gupta,1,False,,0,0
V-0395,Elite Traders Pvt Ltd,2009-01-03,"17 Harbour Rd, City-25",AC8120717574,Suresh Patel,5,False,,0,0
V-0396,Prime Infra LLP,2006-02-07,"336 New Town, City-6",AC3744126400,Vikram Rao,27,False,,0,0
V-0397,Prime Traders Pvt Ltd,2023-06-10,"52 Sector 12, City-35",AC2654984428,Priya Mehta,1,False,,0,0
V-0398,National Works Pvt Ltd,2017-10-14,"393 Harbour Rd, City-23",AC8191890793,Anita Verma,25,False,,0,0
V-0399,Coastal Systems LLP,2008-09-28,"274 Harbour Rd, City-29",AC9304405028,Vikram Singh,4,False,,0,0
V-0400,Horizon Associates Ltd,2023-12-14,"312 Sector 12, City-37",AC3343446878,Anita Patel,1,False,,0,0
V-0401,Crown Infra Pvt Ltd,2013-01-28,"146 Harbour Rd, City-2",AC3223115272,Neha Sharma,17,False,,0,0
V-0402,Nova Infra Ltd,2011-09-27,"284 Old Market, City-36",AC3455054143,Amit Sharma,14,False,,0,0
V-0403,Vertex Contractors LLP,2015-04-30,"120 Ring Road, City-20",AC9984664080,Anita Mehta,31,False,,0,0
V-0404,Elite Builders Co,2021-06-21,"354 Harbour Rd, City-7",AC2290179211,Kavita Rao,19,False,,0,0
V-0405,Horizon Contractors Pvt Ltd,2006-10-05,"395 Sector 12, City-39",AC4988535000,Anita Sharma,24,False,,0,0
V-0406,Regal Builders Ltd,2011-11-02,"258 Sector 12, City-10",AC9806915522,Anita Iyer,4,False,,0,0
V-0407,Delta Works Ltd,2021-11-20,"202 Industrial Ave, City-9",AC2443831341,Rohit Sharma,2,False,,0,0
V-0408,Union Logistics LLP,2017-04-18,"18 Station Road, City-23",AC5930382855,Amit Patel,20,False,CARTEL-16,1,0
V-0409,Regal Tech Pvt Ltd,2022-06-04,"344 Civil Lines, City-28",AC6863779898,Priya Singh,24,False,,0,0
V-0410,Vista Builders Co,2012-09-23,"151 Civil Lines, City-35",AC5001713266,Sanjay Verma,69,False,CARTEL-09,2,3
V-0411,Vista Contractors LLP,2007-07-10,"148 MG Road, City-22",AC5772902637,Rohit Iyer,7,False,,0,0
V-0412,Bright Works Pvt Ltd,2005-07-06,"131 Industrial Ave, City-4",AC2219828872,Kavita Patel,6,False,,0,0
V-0413,Vertex Associates Pvt Ltd,2006-03-11,"10 Ring Road, City-25",AC6649840375,Kavita Verma,22,False,,0,0
V-0414,National Contractors Pvt Ltd,2009-03-08,"21 Sector 12, City-34",AC6604621025,Rohit Rao,6,False,,0,0
V-0415,Vertex Systems Ltd,2021-09-12,"121 Old Market, City-18",AC4487053308,Neha Rao,40,False,,0,0
V-0416,National Supplies LLP,2024-12-21,"78 Station Road, City-26",AC3821500440,Amit Rao,29,False,,0,0
V-0417,Delta Works LLP,2016-09-05,"294 Industrial Ave, City-28",AC9463392724,Kavita Singh,8,False,,0,0
V-0418,Union Supplies LLP,2015-01-28,"221 Industrial Ave, City-37",AC4938966574,Vikram Verma,20,False,,0,0
V-0419,Metro Systems LLP,2017-07-02,"373 MG Road, City-21",AC7061280172,Rohit Patel,21,False,,0,0
V-0420,Metro Infra Ltd,2008-05-29,"311 Harbour Rd, City-40",AC1997216402,Rahul Singh,1,False,,1,0
V-0421,Coastal Associates Co,2006-10-14,"365 Station Road, City-12",AC8954835349,Rohit Iyer,34,False,,0,0
V-0422,Horizon Services Pvt Ltd,2008-02-01,"139 Civil Lines, City-15",AC5244473159,Priya Verma,10,False,,0,0
V-0423,Vista Logistics Ltd,2008-12-21,"235 Sector 12, City-28",AC9769577087,Anita Singh,26,False,,0,0
V-0424,Vista Solutions Pvt Ltd,2013-11-03,"267 Park Street, City-29",AC4769980437,Priya Rao,5,False,,0,0
V-0425,Apex Traders Ltd,2021-06-28,"226 Civil Lines, City-20",AC6522961108,Sanjay Rao,1,True,,0,0
V-0426,Prime Industries Pvt Ltd,2018-10-02,"93 Harbour Rd, City-35",AC5876105046,Anita Singh,33,False,,0,0
V-0427,Alpha Contractors Co,2015-02-11,"47 Ring Road, City-21",AC4420882289,Amit Verma,0,True,,0,0
V-0428,Coastal Industries Co,2020-11-03,"373 Old Market, City-40",AC5079161918,Anita Rao,7,False,,0,0
V-0429,Regal Associates LLP,2005-12-26,"84 Industrial Ave, City-12",AC5515344181,Neha Patel,1,False,,0,0
V-0430,Metro Tech LLP,2021-05-18,"104 MG Road, City-40",AC8582317251,Rahul Iyer,35,False,,0,0
V-0431,Bright Enterprises Co,2016-02-29,"122 Sector 12, City-38",AC8127372046,Rohit Rao,1,False,,0,0
V-0432,Delta Contractors Ltd,2014-11-29,"318 Old Market, City-14",AC1210104660,Sanjay Sharma,5,False,,0,0
V-0433,Apex Group Ltd,2019-08-27,"170 Park Street, City-4",AC5762636174,Sanjay Gupta,44,False,,0,0
V-0434,Vista Enterprises LLP,2020-01-28,"234 Harbour Rd, City-24",AC5000675383,Amit Patel,45,False,,0,0
V-0435,Prime Services Co,2012-03-29,"282 Park Street, City-19",AC3022142957,Amit Patel,12,False,,0,0
V-0436,Alpha Enterprises Pvt Ltd,2012-05-20,"56 Harbour Rd, City-34",AC5239945630,Rohit Patel,14,False,,0,0
V-0437,Coastal Enterprises Ltd,2014-07-31,"67 Harbour Rd, City-37",AC7432749100,Sanjay Mehta,8,False,,0,0
V-0438,Silver Industries LLP,2020-11-22,"316 Civil Lines, City-27",AC5490354768,Vikram Mehta,5,False,,0,0
V-0439,Summit Services Pvt Ltd,2005-04-03,"158 Ring Road, City-33",AC7657171838,Rahul Verma,5,False,,0,0
V-0440,Regal Enterprises Pvt Ltd,2020-05-20,"90 Sector 12, City-22",AC8876219703,Rohit Iyer,16,False,,0,0
V-0441,Pioneer Services Co,2022-11-19,"381 MG Road, City-34",AC3301610601,Priya Singh,1,True,,0,0
V-0442,Bright Systems Co,2006-06-27,"321 Old Market, City-11",AC2673174406,Kavita Verma,20,False,,0,0
V-0443,Nova Industries Pvt Ltd,2024-05-23,"140 Civil Lines, City-6",AC6315632990,Rohit Patel,23,False,,0,0
V-0444,Vertex Services Pvt Ltd,2009-11-06,"399 Sector 12, City-6",AC3147716902,Priya Singh,23,False,,0,0
V-0445,Coastal Group LLP,2015-11-05,"106 MG Road, City-30",AC1497511785,Neha Sharma,1,False,,0,0
V-0446,Alpha Systems LLP,2020-05-30,"99 Ring Road, City-18",AC7581074488,Rohit Verma,10,False,,0,0
V-0447,Bright Enterprises Pvt Ltd,2011-02-12,"106 Old Market, City-23",AC7654474836,Neha Gupta,1,False,,0,0
V-0448,Vista Contractors Ltd,2020-10-19,"277 New Town, City-4",AC1558663601,Rohit Sharma,11,False,,0,0
V-0449,Vista Systems Ltd,2007-05-18,"134 Sector 12, City-31",AC4631453750,Kavita Gupta,8,False,CARTEL-12,2,1
V-0450,Pioneer Tech Co,2007-02-01,"159 New Town, City-31",AC1961189885,Kavita Patel,32,False,,0,0
V-0451,Nova Services Ltd,2013-02-25,"233 New Town, City-2",AC5575708685,Amit Singh,6,False,,0,0
V-0452,Coastal Tech Co,2015-09-27,"366 Park Street, City-21",AC7274839226,Kavita Rao,1,False,,0,0
